Flight Distance,Outliers (Qurtile function),Outliers (Use Mean & Standard Deviation),,1. Mean of Column Data,,
2586,TRUE,TRUE,,,,
2475,TRUE,TRUE,,,,
2475,TRUE,TRUE,,,,
2475,TRUE,TRUE,,,,
1481,TRUE,TRUE,,,,
2475,TRUE,TRUE,,,,
2586,TRUE,TRUE,,,,
2586,TRUE,TRUE,,,,
2586,TRUE,TRUE,,,,
2475,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2425,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
1149,TRUE,TRUE,,,,
2434,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2434,TRUE,TRUE,,,,
2434,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
1289,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2425,TRUE,TRUE,,,,
2425,TRUE,TRUE,,,,
1234,TRUE,TRUE,,,,
2434,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2434,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2434,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
1492,TRUE,TRUE,,,,
2434,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
1283,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2425,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
1289,TRUE,TRUE,,,,
815,TRUE,TRUE,,,,
2425,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
912,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
1170,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2425,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
934,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2434,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
1425,TRUE,TRUE,,,,
1491,TRUE,TRUE,,,,
925,TRUE,TRUE,,,,
954,TRUE,TRUE,,,,
925,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
1065,TRUE,TRUE,,,,
982,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
1506,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2425,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2434,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2434,TRUE,TRUE,,,,
2425,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2425,TRUE,TRUE,,,,
2425,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2425,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2434,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2425,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2425,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
1294,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2425,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2434,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
1388,TRUE,TRUE,,,,
2434,TRUE,TRUE,,,,
2425,TRUE,TRUE,,,,
2454,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2425,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2425,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2565,TRUE,TRUE,,,,
2543,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
236,TRUE,TRUE,,,,
2717,TRUE,TRUE,,,,
2279,TRUE,TRUE,,,,
3596,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
1624,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
2366,TRUE,TRUE,,,,
236,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
236,TRUE,TRUE,,,,
2936,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
3130,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
3660,TRUE,TRUE,,,,
2551,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
2391,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
3558,TRUE,TRUE,,,,
236,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
236,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
2206,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
3660,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
236,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
236,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
236,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
236,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
236,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
3728,TRUE,TRUE,,,,
3087,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
236,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
236,TRUE,TRUE,,,,
950,TRUE,TRUE,,,,
1735,TRUE,TRUE,,,,
1735,TRUE,TRUE,,,,
1735,TRUE,TRUE,,,,
1735,TRUE,TRUE,,,,
1735,TRUE,TRUE,,,,
1735,TRUE,TRUE,,,,
1735,TRUE,TRUE,,,,
1312,TRUE,TRUE,,,,
1735,TRUE,TRUE,,,,
235,TRUE,TRUE,,,,
1589,TRUE,TRUE,,,,
1589,TRUE,TRUE,,,,
1589,TRUE,TRUE,,,,
1589,TRUE,TRUE,,,,
1589,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2611,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2611,TRUE,TRUE,,,,
766,TRUE,TRUE,,,,
1210,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
1983,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
1204,TRUE,TRUE,,,,
1204,TRUE,TRUE,,,,
1204,TRUE,TRUE,,,,
2662,TRUE,TRUE,,,,
1204,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2611,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
1204,TRUE,TRUE,,,,
2611,TRUE,TRUE,,,,
2704,TRUE,TRUE,,,,
2329,TRUE,TRUE,,,,
2457,TRUE,TRUE,,,,
913,TRUE,TRUE,,,,
2457,TRUE,TRUE,,,,
2457,TRUE,TRUE,,,,
2457,TRUE,TRUE,,,,
2457,TRUE,TRUE,,,,
2457,TRUE,TRUE,,,,
2329,TRUE,TRUE,,,,
1911,TRUE,TRUE,,,,
1289,TRUE,TRUE,,,,
1911,TRUE,TRUE,,,,
1911,TRUE,TRUE,,,,
1108,TRUE,TRUE,,,,
170,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1911,TRUE,TRUE,,,,
1911,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1943,TRUE,TRUE,,,,
1943,TRUE,TRUE,,,,
1943,TRUE,TRUE,,,,
1943,TRUE,TRUE,,,,
1943,TRUE,TRUE,,,,
1943,TRUE,TRUE,,,,
1943,TRUE,TRUE,,,,
1943,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
923,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1781,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1283,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1781,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1781,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
832,TRUE,TRUE,,,,
1378,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1781,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
911,TRUE,TRUE,,,,
1463,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1781,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1449,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
993,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1020,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1283,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1037,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
922,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
721,TRUE,TRUE,,,,
1781,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1052,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1115,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
850,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1157,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
226,TRUE,TRUE,,,,
226,TRUE,TRUE,,,,
346,TRUE,TRUE,,,,
2567,TRUE,TRUE,,,,
346,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
244,TRUE,TRUE,,,,
346,TRUE,TRUE,,,,
226,TRUE,TRUE,,,,
346,TRUE,TRUE,,,,
226,TRUE,TRUE,,,,
1106,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1781,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1652,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1781,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1723,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1781,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
281,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1744,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1726,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
1846,TRUE,TRUE,,,,
2367,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2367,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2338,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2504,TRUE,TRUE,,,,
2504,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2615,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
1344,TRUE,TRUE,,,,
2338,TRUE,TRUE,,,,
2504,TRUE,TRUE,,,,
2338,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2504,TRUE,TRUE,,,,
2449,TRUE,TRUE,,,,
855,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2447,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2504,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2504,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2367,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
783,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2338,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2504,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2367,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2615,TRUE,TRUE,,,,
2615,TRUE,TRUE,,,,
2449,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2447,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2367,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2615,TRUE,TRUE,,,,
2504,TRUE,TRUE,,,,
2447,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2338,TRUE,TRUE,,,,
1275,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2338,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
1119,TRUE,TRUE,,,,
1353,TRUE,TRUE,,,,
2367,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2504,TRUE,TRUE,,,,
2367,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2504,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2447,TRUE,TRUE,,,,
2367,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
870,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
899,TRUE,TRUE,,,,
3535,TRUE,TRUE,,,,
1056,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
986,TRUE,TRUE,,,,
1004,TRUE,TRUE,,,,
2447,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
1056,TRUE,TRUE,,,,
2504,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2338,TRUE,TRUE,,,,
2447,TRUE,TRUE,,,,
2338,TRUE,TRUE,,,,
2449,TRUE,TRUE,,,,
2338,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2615,TRUE,TRUE,,,,
2447,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2338,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2504,TRUE,TRUE,,,,
2504,TRUE,TRUE,,,,
2367,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2338,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2449,TRUE,TRUE,,,,
2338,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2367,TRUE,TRUE,,,,
2504,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2338,TRUE,TRUE,,,,
2504,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2367,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2367,TRUE,TRUE,,,,
2367,TRUE,TRUE,,,,
2338,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2367,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2338,TRUE,TRUE,,,,
2615,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2486,TRUE,TRUE,,,,
2504,TRUE,TRUE,,,,
2447,TRUE,TRUE,,,,
2615,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2504,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2504,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2504,TRUE,TRUE,,,,
2447,TRUE,TRUE,,,,
2583,TRUE,TRUE,,,,
2218,TRUE,TRUE,,,,
2446,TRUE,TRUE,,,,
2583,TRUE,TRUE,,,,
2218,TRUE,TRUE,,,,
2446,TRUE,TRUE,,,,
2446,TRUE,TRUE,,,,
2446,TRUE,TRUE,,,,
2446,TRUE,TRUE,,,,
2218,TRUE,TRUE,,,,
2446,TRUE,TRUE,,,,
2583,TRUE,TRUE,,,,
842,TRUE,TRUE,,,,
2446,TRUE,TRUE,,,,
1271,TRUE,TRUE,,,,
2218,TRUE,TRUE,,,,
1039,TRUE,TRUE,,,,
2583,TRUE,TRUE,,,,
2446,TRUE,TRUE,,,,
712,TRUE,TRUE,,,,
3230,TRUE,TRUE,,,,
2218,TRUE,TRUE,,,,
2446,TRUE,TRUE,,,,
2583,TRUE,TRUE,,,,
2446,TRUE,TRUE,,,,
2583,TRUE,TRUE,,,,
2446,TRUE,TRUE,,,,
2446,TRUE,TRUE,,,,
2446,TRUE,TRUE,,,,
2218,TRUE,TRUE,,,,
2218,TRUE,TRUE,,,,
2583,TRUE,TRUE,,,,
830,TRUE,TRUE,,,,
2583,TRUE,TRUE,,,,
2446,TRUE,TRUE,,,,
1244,TRUE,TRUE,,,,
2218,TRUE,TRUE,,,,
2362,TRUE,TRUE,,,,
846,TRUE,TRUE,,,,
967,TRUE,TRUE,,,,
948,TRUE,TRUE,,,,
2532,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
776,TRUE,TRUE,,,,
3003,TRUE,TRUE,,,,
1711,TRUE,TRUE,,,,
2264,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
1970,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
853,TRUE,TRUE,,,,
862,TRUE,TRUE,,,,
